ID;MACRORREG_OCOR;COD_UF_OCOR;UF_OCOR;COD_MUN_OCOR;MUN_OCOR;DATA_OCOR;SE_OCOR;MES_OCOR;ANO_OCOR;MONITORAMENTO_OCOR
1866;S;41;PR;410130;ANTÔNIO OLINTO;03/02/2020;6;2;2020;2019/2020
1867;S;41;PR;411390;MALLET;29/01/2020;5;1;2020;2019/2020
1868;S;41;PR;410130;ANTÔNIO OLINTO;17/02/2020;8;2;2020;2019/2020
1869;S;41;PR;410130;ANTÔNIO OLINTO;22/01/2020;4;1;2020;2019/2020
1870;S;41;PR;412560;SÃO MATEUS DO SUL;15/02/2020;7;2;2020;2019/2020
1871;S;41;PR;411390;MALLET;05/02/2020;6;2;2020;2019/2020
1872;S;41;PR;411390;MALLET;05/02/2020;6;2;2020;2019/2020
1873;S;41;PR;410680;CRUZ MACHADO;02/03/2020;10;3;2020;2019/2020
1874;S;41;PR;410680;CRUZ MACHADO;02/03/2020;10;3;2020;2019/2020
1875;S;41;PR;412560;SÃO MATEUS DO SUL;29/02/2020;9;2;2020;2019/2020
1876;S;41;PR;411390;MALLET;28/02/2020;9;2;2020;2019/2020
1877;S;41;PR;411390;MALLET;19/02/2020;8;2;2020;2019/2020
1878;S;41;PR;411390;MALLET;19/02/2020;8;2;2020;2019/2020
1879;S;41;PR;411390;MALLET;28/02/2020;9;2;2020;2019/2020
1880;S;41;PR;410680;CRUZ MACHADO;16/03/2020;12;3;2020;2019/2020
1881;S;41;PR;412820;UNIÃO DA VITÓRIA;04/03/2020;10;3;2020;2019/2020
1882;S;41;PR;412560;SÃO MATEUS DO SUL;12/02/2020;7;2;2020;2019/2020
1883;S;41;PR;411390;MALLET;14/02/2020;7;2;2020;2019/2020
1884;S;41;PR;412560;SÃO MATEUS DO SUL;10/02/2020;7;2;2020;2019/2020
1885;S;41;PR;410130;ANTÔNIO OLINTO;20/01/2020;4;1;2020;2019/2020
1886;S;41;PR;410130;ANTÔNIO OLINTO;10/01/2020;2;1;2020;2019/2020
1887;S;41;PR;410130;ANTÔNIO OLINTO;21/01/2020;4;1;2020;2019/2020
1888;S;41;PR;410680;CRUZ MACHADO;30/03/2020;14;3;2020;2019/2020
1889;S;41;PR;411390;MALLET;11/02/2020;7;2;2020;2019/2020
1890;S;41;PR;411390;MALLET;11/02/2020;7;2;2020;2019/2020
1891;S;41;PR;411390;MALLET;15/01/2020;3;1;2020;2019/2020
1892;S;41;PR;410130;ANTÔNIO OLINTO;07/01/2020;2;1;2020;2019/2020
1893;S;41;PR;410130;ANTÔNIO OLINTO;07/01/2020;2;1;2020;2019/2020
1894;S;41;PR;410130;ANTÔNIO OLINTO;23/01/2020;4;1;2020;2019/2020
1895;S;41;PR;412560;SÃO MATEUS DO SUL;18/01/2020;3;1;2020;2019/2020
1896;S;41;PR;412560;SÃO MATEUS DO SUL;18/01/2020;3;1;2020;2019/2020
1897;S;41;PR;412560;SÃO MATEUS DO SUL;20/01/2020;4;1;2020;2019/2020
1898;S;41;PR;411390;MALLET;12/02/2020;7;2;2020;2019/2020
1899;S;41;PR;411390;MALLET;31/01/2020;5;1;2020;2019/2020
1900;S;41;PR;411390;MALLET;28/01/2020;5;1;2020;2019/2020
1901;S;41;PR;410410;CAMPO DO TENENTE;23/01/2020;4;1;2020;2019/2020
1902;S;41;PR;412560;SÃO MATEUS DO SUL;26/12/2019;52;12;2019;2019/2020
1903;S;41;PR;410130;ANTÔNIO OLINTO;16/01/2020;3;1;2020;2019/2020
1904;S;41;PR;410130;ANTÔNIO OLINTO;15/01/2020;3;1;2020;2019/2020
1905;S;41;PR;412120;QUITANDINHA;25/01/2020;4;1;2020;2019/2020
1906;S;41;PR;412560;SÃO MATEUS DO SUL;06/02/2020;6;2;2020;2019/2020
1907;S;41;PR;412560;SÃO MATEUS DO SUL;07/02/2020;6;2;2020;2019/2020
1908;S;41;PR;412120;QUITANDINHA;15/02/2020;7;2;2020;2019/2020
1909;S;41;PR;411390;MALLET;23/01/2020;4;1;2020;2019/2020
1910;S;41;PR;411390;MALLET;12/01/2020;3;1;2020;2019/2020
1911;S;41;PR;411390;MALLET;27/01/2020;5;1;2020;2019/2020
1912;S;41;PR;410680;CRUZ MACHADO;16/03/2020;12;3;2020;2019/2020
1913;S;41;PR;410680;CRUZ MACHADO;17/03/2020;12;3;2020;2019/2020
1914;S;41;PR;412120;QUITANDINHA;26/01/2020;5;1;2020;2019/2020
1915;S;41;PR;410680;CRUZ MACHADO;14/04/2020;16;4;2020;2019/2020
1916;S;41;PR;412560;SÃO MATEUS DO SUL;27/01/2020;5;1;2020;2019/2020
1917;S;41;PR;412120;QUITANDINHA;26/02/2020;9;2;2020;2019/2020
1918;S;41;PR;411390;MALLET;15/01/2020;3;1;2020;2019/2020
1919;S;41;PR;411390;MALLET;21/01/2020;4;1;2020;2019/2020
1920;S;41;PR;411390;MALLET;21/01/2020;4;1;2020;2019/2020
1921;S;41;PR;411320;LAPA;27/01/2020;5;1;2020;2019/2020
1922;S;41;PR;411390;MALLET;16/01/2020;3;1;2020;2019/2020
1923;S;41;PR;411390;MALLET;24/01/2020;4;1;2020;2019/2020
1924;S;41;PR;411390;MALLET;13/01/2020;3;1;2020;2019/2020
1925;S;41;PR;411390;MALLET;06/01/2020;2;1;2020;2019/2020
1926;S;41;PR;411320;LAPA;15/01/2020;3;1;2020;2019/2020
1927;S;41;PR;411390;MALLET;08/01/2020;2;1;2020;2019/2020
1928;S;41;PR;410130;ANTÔNIO OLINTO;20/01/2020;4;1;2020;2019/2020
1929;S;41;PR;411390;MALLET;25/01/2020;4;1;2020;2019/2020
1930;S;41;PR;412560;SÃO MATEUS DO SUL;16/02/2020;8;2;2020;2019/2020
1931;S;41;PR;412560;SÃO MATEUS DO SUL;08/01/2020;2;1;2020;2019/2020
1932;S;41;PR;412560;SÃO MATEUS DO SUL;29/01/2020;5;1;2020;2019/2020
1933;S;41;PR;410680;CRUZ MACHADO;01/02/2020;5;2;2020;2019/2020
1934;S;41;PR;412120;QUITANDINHA;27/02/2020;9;2;2020;2019/2020
1935;S;41;PR;411390;MALLET;27/01/2020;5;1;2020;2019/2020
1936;S;41;PR;411320;LAPA;27/01/2020;5;1;2020;2019/2020
1937;S;41;PR;412560;SÃO MATEUS DO SUL;14/01/2020;3;1;2020;2019/2020
1938;S;41;PR;412200;RIO AZUL;31/01/2020;5;1;2020;2019/2020
1939;S;41;PR;412200;RIO AZUL;19/01/2020;4;1;2020;2019/2020
1940;S;41;PR;412200;RIO AZUL;25/01/2020;4;1;2020;2019/2020
1941;S;41;PR;411430;MANDIRITUBA;09/03/2020;11;3;2020;2019/2020
1942;S;41;PR;412510;SÃO JOÃO DO TRIUNFO;17/01/2020;3;1;2020;2019/2020
1943;S;41;PR;411430;MANDIRITUBA;03/12/2019;49;12;2019;2019/2020
1944;S;41;PR;412200;RIO AZUL;06/01/2020;2;1;2020;2019/2020
1945;S;41;PR;410620;CONTENDA;17/01/2020;3;1;2020;2019/2020
1946;S;41;PR;412510;SÃO JOÃO DO TRIUNFO;21/01/2020;4;1;2020;2019/2020
1947;S;41;PR;412510;SÃO JOÃO DO TRIUNFO;21/01/2020;4;1;2020;2019/2020
1948;S;41;PR;412510;SÃO JOÃO DO TRIUNFO;20/01/2020;4;1;2020;2019/2020
1949;S;41;PR;412510;SÃO JOÃO DO TRIUNFO;21/01/2020;4;1;2020;2019/2020
1950;S;41;PR;410620;CONTENDA;31/01/2020;5;1;2020;2019/2020
1951;S;41;PR;411320;LAPA;02/01/2020;1;1;2020;2019/2020
1952;S;41;PR;411320;LAPA;02/01/2020;1;1;2020;2019/2020
1953;S;41;PR;410620;CONTENDA;03/02/2020;6;2;2020;2019/2020
1954;S;41;PR;410620;CONTENDA;03/02/2020;6;2;2020;2019/2020
1955;S;41;PR;412510;SÃO JOÃO DO TRIUNFO;26/12/2019;52;12;2019;2019/2020
1956;S;41;PR;411320;LAPA;07/01/2020;2;1;2020;2019/2020
1957;S;41;PR;411320;LAPA;07/01/2020;2;1;2020;2019/2020
1958;S;41;PR;411320;LAPA;09/01/2020;2;1;2020;2019/2020
1959;S;41;PR;412200;RIO AZUL;18/01/2020;3;1;2020;2019/2020
1960;S;41;PR;410620;CONTENDA;06/02/2020;6;2;2020;2019/2020
1961;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;29/12/2019;1;12;2019;2019/2020
1962;S;41;PR;410620;CONTENDA;11/02/2020;7;2;2020;2019/2020
1963;S;41;PR;410620;CONTENDA;27/02/2020;9;2;2020;2019/2020
1964;S;41;PR;410180;ARAUCÁRIA;02/02/2020;6;2;2020;2019/2020
1965;S;41;PR;410180;ARAUCÁRIA;09/03/2020;11;3;2020;2019/2020
1966;S;41;PR;410180;ARAUCÁRIA;11/03/2020;11;3;2020;2019/2020
1967;S;41;PR;410180;ARAUCÁRIA;02/02/2020;6;2;2020;2019/2020
1968;S;41;PR;410180;ARAUCÁRIA;03/02/2020;6;2;2020;2019/2020
1969;S;41;PR;412510;SÃO JOÃO DO TRIUNFO;26/11/2019;48;11;2019;2019/2020
1970;S;41;PR;410180;ARAUCÁRIA;17/02/2020;8;2;2020;2019/2020
1971;S;41;PR;410180;ARAUCÁRIA;01/02/2020;5;2;2020;2019/2020
1972;S;41;PR;410230;BALSA NOVA;13/02/2020;7;2;2020;2019/2020
1973;S;41;PR;410180;ARAUCÁRIA;27/01/2020;5;1;2020;2019/2020
1974;S;41;PR;410180;ARAUCÁRIA;28/01/2020;5;1;2020;2019/2020
1975;S;41;PR;411320;LAPA;07/02/2020;6;2;2020;2019/2020
1976;S;41;PR;410180;ARAUCÁRIA;28/01/2020;5;1;2020;2019/2020
1977;S;41;PR;410180;ARAUCÁRIA;04/03/2020;10;3;2020;2019/2020
1978;S;41;PR;410180;ARAUCÁRIA;29/03/2020;14;3;2020;2019/2020
1979;S;41;PR;410230;BALSA NOVA;27/02/2020;9;2;2020;2019/2020
1980;S;41;PR;410180;ARAUCÁRIA;14/02/2020;7;2;2020;2019/2020
1981;S;41;PR;410180;ARAUCÁRIA;15/01/2020;3;1;2020;2019/2020
1982;S;41;PR;410230;BALSA NOVA;10/02/2020;7;2;2020;2019/2020
1983;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;05/01/2020;2;1;2020;2019/2020
1984;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;21/02/2020;8;2;2020;2019/2020
1985;S;41;PR;410230;BALSA NOVA;26/02/2020;9;2;2020;2019/2020
1986;S;41;PR;410230;BALSA NOVA;02/03/2020;10;3;2020;2019/2020
1987;S;41;PR;410230;BALSA NOVA;09/03/2020;11;3;2020;2019/2020
1988;S;41;PR;410620;CONTENDA;14/02/2020;7;2;2020;2019/2020
1989;S;41;PR;410420;CAMPO LARGO;13/01/2020;3;1;2020;2019/2020
1990;S;41;PR;410420;CAMPO LARGO;28/02/2020;9;2;2020;2019/2020
1991;S;41;PR;410230;BALSA NOVA;18/02/2020;8;2;2020;2019/2020
1992;S;41;PR;412080;QUATRO BARRAS;06/01/2020;2;1;2020;2019/2020
1993;S;41;PR;411770;PALMEIRA;05/12/2019;49;12;2019;2019/2020
1994;S;41;PR;410030;AGUDOS DO SUL;19/02/2020;8;2;2020;2019/2020
1995;S;41;PR;411990;PONTA GROSSA;03/12/2019;49;12;2019;2019/2020
1996;S;41;PR;411990;PONTA GROSSA;03/12/2019;49;12;2019;2019/2020
1997;S;41;PR;411990;PONTA GROSSA;20/11/2019;47;11;2019;2019/2020
1998;S;41;PR;411990;PONTA GROSSA;20/11/2019;47;11;2019;2019/2020
1999;S;41;PR;411990;PONTA GROSSA;20/11/2019;47;11;2019;2019/2020
2000;S;41;PR;412700;TEIXEIRA SOARES;20/11/2019;47;11;2019;2019/2020
2001;S;41;PR;411990;PONTA GROSSA;22/11/2019;47;11;2019;2019/2020
2002;S;41;PR;412700;TEIXEIRA SOARES;04/12/2019;49;12;2019;2019/2020
2003;S;41;PR;410930;GUARANIAÇU;14/02/2020;7;2;2020;2019/2020
2004;S;41;PR;412796;TURVO;29/01/2020;5;1;2020;2019/2020
2005;S;41;PR;411990;PONTA GROSSA;01/11/2019;44;11;2019;2019/2020
2006;S;41;PR;411990;PONTA GROSSA;01/11/2019;44;11;2019;2019/2020
2007;S;41;PR;412796;TURVO;31/01/2020;5;1;2020;2019/2020
2008;S;41;PR;412796;TURVO;29/01/2020;5;1;2020;2019/2020
2009;S;41;PR;412796;TURVO;28/01/2020;5;1;2020;2019/2020
2010;S;41;PR;411050;IPIRANGA;28/11/2019;48;11;2019;2019/2020
2011;S;41;PR;411050;IPIRANGA;26/11/2019;48;11;2019;2019/2020
2012;S;41;PR;412060;PRUDENTÓPOLIS;30/12/2019;1;12;2019;2019/2020
2013;S;41;PR;412060;PRUDENTÓPOLIS;26/11/2019;48;11;2019;2019/2020
2014;S;41;PR;412385;SANTA MARIA DO OESTE;25/01/2020;4;1;2020;2019/2020
2015;S;41;PR;410490;CASTRO;26/12/2019;52;12;2019;2019/2020
2016;S;41;PR;410490;CASTRO;13/11/2019;46;11;2019;2019/2020
2017;S;41;PR;410490;CASTRO;10/11/2019;46;11;2019;2019/2020
2018;S;41;PR;410490;CASTRO;04/11/2019;45;11;2019;2019/2020
2019;S;41;PR;410490;CASTRO;26/09/2019;39;9;2019;2019/2020
2020;S;41;PR;411960;PITANGA;24/01/2020;4;1;2020;2019/2020
2021;S;41;PR;411960;PITANGA;24/01/2020;4;1;2020;2019/2020
2022;S;41;PR;411960;PITANGA;24/01/2020;4;1;2020;2019/2020
2023;S;41;PR;410490;CASTRO;14/11/2019;46;11;2019;2019/2020
2024;S;41;PR;411960;PITANGA;03/02/2020;6;2;2020;2019/2020
2025;S;41;PR;410490;CASTRO;06/11/2019;45;11;2019;2019/2020
2026;S;41;PR;410490;CASTRO;01/11/2019;44;11;2019;2019/2020
2027;S;41;PR;410490;CASTRO;31/10/2019;44;10;2019;2019/2020
2028;S;41;PR;410490;CASTRO;14/11/2019;46;11;2019;2019/2020
2029;S;41;PR;410440;CÂNDIDO DE ABREU;06/01/2020;2;1;2020;2019/2020
2030;S;41;PR;410440;CÂNDIDO DE ABREU;06/01/2020;2;1;2020;2019/2020
2031;S;41;PR;411940;PIRAÍ DO SUL;10/11/2019;46;11;2019;2019/2020
2032;S;41;PR;411940;PIRAÍ DO SUL;06/12/2019;49;12;2019;2019/2020
2033;S;41;PR;410490;CASTRO;06/11/2019;45;11;2019;2019/2020
2034;S;41;PR;411960;PITANGA;20/01/2020;4;1;2020;2019/2020
2035;S;41;PR;411960;PITANGA;20/01/2020;4;1;2020;2019/2020
2036;S;41;PR;411960;PITANGA;24/01/2020;4;1;2020;2019/2020
2037;S;41;PR;411200;JAGUARIAÍVA;02/03/2020;10;3;2020;2019/2020
2038;S;41;PR;411200;JAGUARIAÍVA;02/03/2020;10;3;2020;2019/2020
2039;S;41;PR;411960;PITANGA;20/01/2020;4;1;2020;2019/2020
2040;S;41;PR;412620;SAPOPEMA;01/12/2019;49;12;2019;2019/2020
2041;S;41;PR;412620;SAPOPEMA;01/12/2019;49;12;2019;2019/2020
2042;SE;35;SP;350410;ATIBAIA;23/09/2019;39;9;2019;2019/2020
2043;S;41;PR;410030;AGUDOS DO SUL;18/02/2020;8;2;2020;2019/2020
2044;SE;35;SP;355160;SERRA NEGRA;25/07/2019;30;7;2019;2019/2020
2045;SE;35;SP;352400;ITUPEVA;05/09/2019;36;9;2019;2019/2020
2046;S;41;PR;411010;IMBITUVA;03/12/2019;49;12;2019;2019/2020
2047;S;41;PR;412230;RIO NEGRO;04/01/2020;1;1;2020;2019/2020
2048;S;41;PR;410230;BALSA NOVA;07/01/2020;2;1;2020;2019/2020
2049;S;41;PR;410230;BALSA NOVA;07/01/2020;2;1;2020;2019/2020
2050;S;41;PR;410395;CAMPINA DO SIMÃO;09/01/2020;2;1;2020;2019/2020
2051;S;41;PR;412796;TURVO;09/01/2020;2;1;2020;2019/2020
2052;S;41;PR;412560;SÃO MATEUS DO SUL;10/01/2020;2;1;2020;2019/2020
2053;S;41;PR;412560;SÃO MATEUS DO SUL;10/01/2020;2;1;2020;2019/2020
2054;S;41;PR;411390;MALLET;12/01/2020;3;1;2020;2019/2020
2055;S;42;SC;421320;POMERODE;17/01/2020;3;1;2020;2019/2020
2056;S;41;PR;410230;BALSA NOVA;24/01/2020;4;1;2020;2019/2020
2057;S;41;PR;410230;BALSA NOVA;24/01/2020;4;1;2020;2019/2020
2058;S;41;PR;410230;BALSA NOVA;24/01/2020;4;1;2020;2019/2020
2059;S;41;PR;410230;BALSA NOVA;01/02/2020;5;2;2020;2019/2020
2060;S;42;SC;420750;INDAIAL;26/01/2020;5;1;2020;2019/2020
2061;S;41;PR;410940;GUARAPUAVA;27/01/2020;5;1;2020;2019/2020
2062;S;41;PR;412230;RIO NEGRO;26/01/2020;5;1;2020;2019/2020
2063;S;41;PR;410304;BOA VENTURA DE SÃO ROQUE;20/01/2020;4;1;2020;2019/2020
2064;S;41;PR;410304;BOA VENTURA DE SÃO ROQUE;20/01/2020;4;1;2020;2019/2020
2065;S;41;PR;412796;TURVO;20/01/2020;4;1;2020;2019/2020
2066;S;41;PR;412796;TURVO;23/01/2020;4;1;2020;2019/2020
2067;S;41;PR;412796;TURVO;23/01/2020;4;1;2020;2019/2020
2068;S;41;PR;410940;GUARAPUAVA;27/01/2020;5;1;2020;2019/2020
2069;S;41;PR;412796;TURVO;24/01/2020;4;1;2020;2019/2020
2070;S;41;PR;412796;TURVO;24/01/2020;4;1;2020;2019/2020
2071;S;42;SC;420240;BLUMENAU;23/02/2020;9;2;2020;2019/2020
2072;S;42;SC;420750;INDAIAL;17/02/2020;8;2;2020;2019/2020
2073;S;41;PR;412796;TURVO;21/01/2020;4;1;2020;2019/2020
2074;S;41;PR;410230;BALSA NOVA;26/02/2020;9;2;2020;2019/2020
2075;SE;35;SP;350570;BARUERI;10/03/2020;11;3;2020;2019/2020
2076;S;41;PR;410395;CAMPINA DO SIMÃO;29/01/2020;5;1;2020;2019/2020
2077;S;41;PR;410940;GUARAPUAVA;27/01/2020;5;1;2020;2019/2020
2078;S;41;PR;410940;GUARAPUAVA;03/02/2020;6;2;2020;2019/2020
2079;S;41;PR;410940;GUARAPUAVA;03/02/2020;6;2;2020;2019/2020
2080;S;42;SC;420690;IBIRAMA;31/03/2020;14;3;2020;2019/2020
2081;S;41;PR;411930;PINHÃO;15/02/2020;7;2;2020;2019/2020
2082;S;42;SC;420240;BLUMENAU;28/02/2020;9;2;2020;2019/2020
2083;S;42;SC;420125;APIÚNA;13/04/2020;16;4;2020;2019/2020
2084;S;41;PR;411320;LAPA;07/01/2020;2;1;2020;2019/2020
2085;S;41;PR;410230;BALSA NOVA;22/11/2019;47;11;2019;2019/2020
2086;S;41;PR;410490;CASTRO;14/11/2019;46;11;2019;2019/2020
2087;S;42;SC;420820;ITAJAÍ;03/02/2020;6;2;2020;2019/2020
2088;CO;53;DF;530010;BRASÍLIA;26/08/2020;35;8;2020;2020/2021
2089;CO;52;GO;520870;GOIÂNIA;26/09/2020;39;9;2020;2020/2021
2090;CO;52;GO;520870;GOIÂNIA;26/09/2020;39;9;2020;2020/2021
2091;CO;52;GO;520005;ABADIA DE GOIÁS;01/10/2020;40;10;2020;2020/2021
2092;CO;52;GO;520140;APARECIDA DE GOIÂNIA;28/09/2020;40;9;2020;2020/2021
2093;SE;31;MG;317040;UNAÍ;23/09/2020;39;9;2020;2020/2021
2094;CO;53;DF;530010;BRASÍLIA;07/09/2020;37;9;2020;2020/2021
2095;CO;53;DF;530010;BRASÍLIA;07/09/2020;37;9;2020;2020/2021
2096;CO;53;DF;530010;BRASÍLIA;23/09/2020;39;9;2020;2020/2021
2097;CO;52;GO;520870;GOIÂNIA;30/09/2020;40;9;2020;2020/2021
2098;SE;35;SP;354980;SÃO JOSÉ DO RIO PRETO;24/09/2020;39;9;2020;2020/2021
2099;CO;52;GO;520180;ARAGOIÂNIA;06/10/2020;41;10;2020;2020/2021
2100;CO;52;GO;520870;GOIÂNIA;17/10/2020;42;10;2020;2020/2021
2101;S;42;SC;421940;WITMARSUM;07/11/2020;45;11;2020;2020/2021
2102;S;42;SC;421940;WITMARSUM;07/11/2020;45;11;2020;2020/2021
2103;CO;53;DF;530010;BRASÍLIA;22/10/2020;43;10;2020;2020/2021
2104;CO;53;DF;530010;BRASÍLIA;17/10/2020;42;10;2020;2020/2021
2105;CO;53;DF;530010;BRASÍLIA;23/10/2020;43;10;2020;2020/2021
2106;CO;52;GO;521250;LUZIÂNIA;21/10/2020;43;10;2020;2020/2021
2107;CO;52;GO;520870;GOIÂNIA;26/10/2020;44;10;2020;2020/2021
2108;CO;52;GO;520140;APARECIDA DE GOIÂNIA;23/10/2020;43;10;2020;2020/2021
2109;CO;52;GO;520180;ARAGOIÂNIA;27/10/2020;44;10;2020;2020/2021
2110;CO;53;DF;530010;BRASÍLIA;23/10/2020;43;10;2020;2020/2021
2111;CO;52;GO;520870;GOIÂNIA;31/10/2020;44;10;2020;2020/2021
2112;CO;52;GO;520870;GOIÂNIA;26/10/2020;44;10;2020;2020/2021
2113;CO;52;GO;520870;GOIÂNIA;06/11/2020;45;11;2020;2020/2021
2114;S;42;SC;420010;ABELARDO LUZ;24/11/2020;48;11;2020;2020/2021
2115;CO;52;GO;521250;LUZIÂNIA;03/12/2020;49;12;2020;2020/2021
2116;CO;53;DF;530010;BRASÍLIA;03/12/2020;49;12;2020;2020/2021
2117;S;41;PR;410645;CORONEL DOMINGOS SOARES;04/11/2020;45;11;2020;2020/2021
2118;S;41;PR;410645;CORONEL DOMINGOS SOARES;06/11/2020;45;11;2020;2020/2021
2119;S;41;PR;410645;CORONEL DOMINGOS SOARES;06/11/2020;45;11;2020;2020/2021
2120;S;41;PR;410680;CRUZ MACHADO;13/11/2020;46;11;2020;2020/2021
2121;S;41;PR;410680;CRUZ MACHADO;13/11/2020;46;11;2020;2020/2021
2122;S;41;PR;410570;CLEVELÂNDIA;17/11/2020;47;11;2020;2020/2021
2123;S;42;SC;420180;ATALANTA;10/12/2020;50;12;2020;2020/2021
2124;S;41;PR;411440;MANGUEIRINHA;16/11/2020;47;11;2020;2020/2021
2125;S;41;PR;410570;CLEVELÂNDIA;16/11/2020;47;11;2020;2020/2021
2126;S;42;SC;420285;BRAÇO DO TROMBUDO;26/12/2020;52;12;2020;2020/2021
2127;S;42;SC;420285;BRAÇO DO TROMBUDO;24/12/2020;52;12;2020;2020/2021
2128;S;42;SC;421575;SÃO BERNARDINO;22/12/2020;52;12;2020;2020/2021
2129;S;42;SC;421575;SÃO BERNARDINO;22/12/2020;52;12;2020;2020/2021
2130;S;42;SC;420285;BRAÇO DO TROMBUDO;19/12/2020;51;12;2020;2020/2021
2131;S;42;SC;420285;BRAÇO DO TROMBUDO;19/12/2020;51;12;2020;2020/2021
2132;S;42;SC;421330;PONTE ALTA;30/12/2020;53;12;2020;2020/2021
2133;S;41;PR;410680;CRUZ MACHADO;24/11/2020;48;11;2020;2020/2021
2134;S;41;PR;411760;PALMAS;18/11/2020;47;11;2020;2020/2021
2135;S;41;PR;410965;HONÓRIO SERPA;19/11/2020;47;11;2020;2020/2021
2136;S;42;SC;421400;PRESIDENTE GETÚLIO;19/10/2020;43;10;2020;2020/2021
2137;S;42;SC;421400;PRESIDENTE GETÚLIO;29/10/2020;44;10;2020;2020/2021
2138;S;42;SC;420180;ATALANTA;04/12/2020;49;12;2020;2020/2021
2139;S;42;SC;420285;BRAÇO DO TROMBUDO;08/12/2020;50;12;2020;2020/2021
2140;S;42;SC;420285;BRAÇO DO TROMBUDO;12/12/2020;50;12;2020;2020/2021
2141;S;42;SC;420285;BRAÇO DO TROMBUDO;12/12/2020;50;12;2020;2020/2021
2142;S;42;SC;420285;BRAÇO DO TROMBUDO;15/12/2020;51;12;2020;2020/2021
2143;S;42;SC;420020;AGROLÂNDIA;14/12/2020;51;12;2020;2020/2021
2144;S;42;SC;420285;BRAÇO DO TROMBUDO;15/12/2020;51;12;2020;2020/2021
2145;S;42;SC;420020;AGROLÂNDIA;18/12/2020;51;12;2020;2020/2021
2146;S;42;SC;421690;SÃO LOURENÇO DO OESTE;17/12/2020;51;12;2020;2020/2021
2147;CO;52;GO;521250;LUZIÂNIA;08/12/2020;50;12;2020;2020/2021
2148;S;42;SC;420243;BOCAINA DO SUL;12/01/2021;2;1;2021;2020/2021
2149;S;42;SC;421010;MAFRA;12/01/2021;2;1;2021;2020/2021
2150;S;42;SC;421205;PALMEIRA;19/01/2021;3;1;2021;2020/2021
2151;S;42;SC;420555;FREI ROGÉRIO;20/01/2021;3;1;2021;2020/2021
2152;S;42;SC;421205;PALMEIRA;24/01/2021;4;1;2021;2020/2021
2153;S;42;SC;421205;PALMEIRA;24/01/2021;4;1;2021;2020/2021
2154;S;42;SC;421205;PALMEIRA;24/01/2021;4;1;2021;2020/2021
2155;CO;52;GO;521220;JUSSARA;12/01/2021;2;1;2021;2020/2021
2156;CO;52;GO;520870;GOIÂNIA;22/12/2020;52;12;2020;2020/2021
2157;S;42;SC;420100;ANITA GARIBALDI;19/01/2021;3;1;2021;2020/2021
2158;S;42;SC;420510;DONA EMMA;10/11/2020;46;11;2020;2020/2021
2159;S;42;SC;421227;PASSOS MAIA;16/12/2020;51;12;2020;2020/2021
2160;S;42;SC;420480;CURITIBANOS;28/01/2021;4;1;2021;2020/2021
2161;S;42;SC;420480;CURITIBANOS;28/01/2021;4;1;2021;2020/2021
2162;S;42;SC;420480;CURITIBANOS;29/01/2021;4;1;2021;2020/2021
2163;S;42;SC;420480;CURITIBANOS;29/01/2021;4;1;2021;2020/2021
2164;S;42;SC;420480;CURITIBANOS;29/01/2021;4;1;2021;2020/2021
2165;S;41;PR;410680;CRUZ MACHADO;28/12/2020;53;12;2020;2020/2021
2166;S;41;PR;411760;PALMAS;30/11/2020;49;11;2020;2020/2021
2167;S;41;PR;411760;PALMAS;30/11/2020;49;11;2020;2020/2021
2168;S;41;PR;411760;PALMAS;09/12/2020;50;12;2020;2020/2021
2169;S;41;PR;410680;CRUZ MACHADO;16/01/2021;2;1;2021;2020/2021
2170;S;42;SC;420480;CURITIBANOS;03/02/2021;5;2;2021;2020/2021
2171;CO;52;GO;520870;GOIÂNIA;23/01/2021;3;1;2021;2020/2021
2172;S;43;RS;430180;BARRACÃO;01/02/2021;5;2;2021;2020/2021
2173;S;43;RS;431446;PINHAL DA SERRA;25/01/2021;4;1;2021;2020/2021
2174;S;43;RS;430066;ANDRÉ DA ROCHA;04/03/2021;9;3;2021;2020/2021
2175;S;43;RS;431446;PINHAL DA SERRA;05/02/2021;5;2;2021;2020/2021
2176;S;43;RS;431446;PINHAL DA SERRA;08/02/2021;6;2;2021;2020/2021
2177;S;43;RS;431237;MONTE ALEGRE DOS CAMPOS;08/02/2021;6;2;2021;2020/2021
2178;S;42;SC;421605;SÃO CRISTOVÃO DO SUL;10/02/2021;6;2;2021;2020/2021
2179;S;42;SC;420060;ÁGUAS MORNAS;10/02/2021;6;2;2021;2020/2021
2180;S;42;SC;420340;CAMPO BELO DO SUL;15/02/2021;7;2;2021;2020/2021
2181;S;42;SC;420340;CAMPO BELO DO SUL;16/02/2021;7;2;2021;2020/2021
2182;S;42;SC;420340;CAMPO BELO DO SUL;15/02/2021;7;2;2021;2020/2021
2183;S;42;SC;421680;SÃO JOSÉ DO CERRITO;15/02/2021;7;2;2021;2020/2021
2184;S;42;SC;420325;CAPÃO ALTO;13/02/2021;6;2;2021;2020/2021
2185;S;42;SC;421330;PONTE ALTA;13/02/2021;6;2;2021;2020/2021
2186;S;42;SC;421680;SÃO JOSÉ DO CERRITO;10/02/2021;6;2;2021;2020/2021
