ID;MACRORREG_OCOR;COD_UF_OCOR;UF_OCOR;COD_MUN_OCOR;MUN_OCOR;DATA_OCOR;SE_OCOR;MES_OCOR;ANO_OCOR;MONITORAMENTO_OCOR
1238;SE;35;SP;351970;IBIÚNA;08/01/2018;2;1;2018;2017/2018
1239;SE;35;SP;355030;SÃO PAULO;08/01/2018;2;1;2018;2017/2018
1240;SE;31;MG;310900;BRUMADINHO;09/01/2018;2;1;2018;2017/2018
1241;SE;31;MG;315530;RIO MANSO;09/01/2018;2;1;2018;2017/2018
1242;SE;35;SP;355030;SÃO PAULO;09/01/2018;2;1;2018;2017/2018
1243;SE;31;MG;314480;NOVA LIMA;10/01/2018;2;1;2018;2017/2018
1244;SE;35;SP;351640;FRANCO DA ROCHA;10/01/2018;2;1;2018;2017/2018
1245;SE;35;SP;351970;IBIÚNA;10/01/2018;2;1;2018;2017/2018
1246;SE;35;SP;352850;MAIRIPORÃ;10/01/2018;2;1;2018;2017/2018
1247;SE;35;SP;354995;SÃO LOURENÇO DA SERRA;10/01/2018;2;1;2018;2017/2018
1248;SE;35;SP;350410;ATIBAIA;11/01/2018;2;1;2018;2017/2018
1249;SE;35;SP;352220;ITAPECERICA DA SERRA;11/01/2018;2;1;2018;2017/2018
1250;SE;35;SP;352220;ITAPECERICA DA SERRA;11/01/2018;2;1;2018;2017/2018
1251;SE;31;MG;315380;QUELUZITO;12/01/2018;2;1;2018;2017/2018
1252;SE;31;MG;315440;RESSAQUINHA;12/01/2018;2;1;2018;2017/2018
1253;SE;35;SP;351970;IBIÚNA;12/01/2018;2;1;2018;2017/2018
1254;SE;35;SP;352220;ITAPECERICA DA SERRA;12/01/2018;2;1;2018;2017/2018
1255;SE;35;SP;352220;ITAPECERICA DA SERRA;12/01/2018;2;1;2018;2017/2018
1256;SE;35;SP;353780;PIEDADE;12/01/2018;2;1;2018;2017/2018
1257;N;17;TO;171820;PORTO NACIONAL;12/01/2018;2;1;2018;2017/2018
1258;SE;35;SP;351970;IBIÚNA;14/01/2018;3;1;2018;2017/2018
1259;SE;35;SP;352440;JACAREÍ;14/01/2018;3;1;2018;2017/2018
1260;SE;35;SP;355030;SÃO PAULO;14/01/2018;3;1;2018;2017/2018
1261;SE;31;MG;310900;BRUMADINHO;15/01/2018;3;1;2018;2017/2018
1262;SE;31;MG;313220;ITAGUARA;15/01/2018;3;1;2018;2017/2018
1263;SE;31;MG;314480;NOVA LIMA;15/01/2018;3;1;2018;2017/2018
1264;SE;31;MG;315230;PORTO FIRME;15/01/2018;3;1;2018;2017/2018
1265;SE;31;MG;315230;PORTO FIRME;15/01/2018;3;1;2018;2017/2018
1266;SE;31;MG;315230;PORTO FIRME;15/01/2018;3;1;2018;2017/2018
1267;SE;31;MG;315440;RESSAQUINHA;15/01/2018;3;1;2018;2017/2018
1268;SE;31;MG;315670;SABARÁ;15/01/2018;3;1;2018;2017/2018
1269;SE;35;SP;351300;COTIA;15/01/2018;3;1;2018;2017/2018
1270;SE;35;SP;351970;IBIÚNA;15/01/2018;3;1;2018;2017/2018
1271;SE;35;SP;355030;SÃO PAULO;15/01/2018;3;1;2018;2017/2018
1272;SE;31;MG;310810;BONFIM;16/01/2018;3;1;2018;2017/2018
1273;SE;31;MG;314480;NOVA LIMA;16/01/2018;3;1;2018;2017/2018
1274;SE;31;MG;315080;PIRANGA;16/01/2018;3;1;2018;2017/2018
1275;SE;31;MG;315310;PRESIDENTE BERNARDES;16/01/2018;3;1;2018;2017/2018
1276;SE;35;SP;352220;ITAPECERICA DA SERRA;16/01/2018;3;1;2018;2017/2018
1277;SE;35;SP;352220;ITAPECERICA DA SERRA;16/01/2018;3;1;2018;2017/2018
1278;SE;35;SP;355030;SÃO PAULO;16/01/2018;3;1;2018;2017/2018
1279;SE;35;SP;355030;SÃO PAULO;16/01/2018;3;1;2018;2017/2018
1280;SE;31;MG;310620;BELO HORIZONTE;17/01/2018;3;1;2018;2017/2018
1281;SE;31;MG;315380;QUELUZITO;17/01/2018;3;1;2018;2017/2018
1282;SE;31;MG;315440;RESSAQUINHA;17/01/2018;3;1;2018;2017/2018
1283;SE;35;SP;351970;IBIÚNA;17/01/2018;3;1;2018;2017/2018
1284;SE;35;SP;351970;IBIÚNA;17/01/2018;3;1;2018;2017/2018
1285;SE;35;SP;351970;IBIÚNA;17/01/2018;3;1;2018;2017/2018
1286;SE;35;SP;352220;ITAPECERICA DA SERRA;17/01/2018;3;1;2018;2017/2018
1287;SE;35;SP;352220;ITAPECERICA DA SERRA;17/01/2018;3;1;2018;2017/2018
1288;SE;35;SP;355030;SÃO PAULO;17/01/2018;3;1;2018;2017/2018
1289;SE;31;MG;310540;BARÃO DE COCAIS;18/01/2018;3;1;2018;2017/2018
1290;SE;31;MG;313670;JUIZ DE FORA;18/01/2018;3;1;2018;2017/2018
1291;SE;31;MG;313670;JUIZ DE FORA;18/01/2018;3;1;2018;2017/2018
1292;SE;31;MG;314480;NOVA LIMA;18/01/2018;3;1;2018;2017/2018
1293;SE;33;RJ;330010;ANGRA DOS REIS;18/01/2018;3;1;2018;2017/2018
1294;SE;33;RJ;330040;BARRA MANSA;18/01/2018;3;1;2018;2017/2018
1295;SE;33;RJ;330455;RIO DE JANEIRO;18/01/2018;3;1;2018;2017/2018
1296;SE;33;RJ;330455;RIO DE JANEIRO;18/01/2018;3;1;2018;2017/2018
1297;SE;33;RJ;330455;RIO DE JANEIRO;18/01/2018;3;1;2018;2017/2018
1298;SE;33;RJ;330610;VALENÇA;18/01/2018;3;1;2018;2017/2018
1299;SE;35;SP;351510;EMBU-GUAÇU;18/01/2018;3;1;2018;2017/2018
1300;SE;35;SP;352850;MAIRIPORÃ;18/01/2018;3;1;2018;2017/2018
1301;N;17;TO;172100;PALMAS;18/01/2018;3;1;2018;2017/2018
1302;SE;31;MG;314480;NOVA LIMA;19/01/2018;3;1;2018;2017/2018
1303;SE;35;SP;355030;SÃO PAULO;19/01/2018;3;1;2018;2017/2018
1304;SE;35;SP;355030;SÃO PAULO;19/01/2018;3;1;2018;2017/2018
1305;SE;35;SP;355030;SÃO PAULO;19/01/2018;3;1;2018;2017/2018
1306;SE;35;SP;355030;SÃO PAULO;19/01/2018;3;1;2018;2017/2018
1307;SE;35;SP;355030;SÃO PAULO;19/01/2018;3;1;2018;2017/2018
1308;SE;35;SP;352220;ITAPECERICA DA SERRA;21/01/2018;4;1;2018;2017/2018
1309;SE;35;SP;355030;SÃO PAULO;21/01/2018;4;1;2018;2017/2018
1310;SE;35;SP;355030;SÃO PAULO;21/01/2018;4;1;2018;2017/2018
1311;SE;31;MG;310290;ANTÔNIO CARLOS;22/01/2018;4;1;2018;2017/2018
1312;SE;31;MG;313670;JUIZ DE FORA;22/01/2018;4;1;2018;2017/2018
1313;SE;31;MG;314230;MOEDA;22/01/2018;4;1;2018;2017/2018
1314;SE;31;MG;315230;PORTO FIRME;22/01/2018;4;1;2018;2017/2018
1315;SE;33;RJ;330455;RIO DE JANEIRO;22/01/2018;4;1;2018;2017/2018
1316;SE;33;RJ;330610;VALENÇA;22/01/2018;4;1;2018;2017/2018
1317;SE;35;SP;351510;EMBU-GUAÇU;22/01/2018;4;1;2018;2017/2018
1318;SE;35;SP;354995;SÃO LOURENÇO DA SERRA;22/01/2018;4;1;2018;2017/2018
1319;SE;35;SP;355350;TAPIRAÍ;22/01/2018;4;1;2018;2017/2018
1320;SE;35;SP;355350;TAPIRAÍ;22/01/2018;4;1;2018;2017/2018
1321;SE;31;MG;311400;CARMO DA MATA;23/01/2018;4;1;2018;2017/2018
1322;SE;31;MG;313380;ITAÚNA;23/01/2018;4;1;2018;2017/2018
1323;SE;31;MG;313660;NOVA UNIÃO;23/01/2018;4;1;2018;2017/2018
1324;SE;31;MG;313670;JUIZ DE FORA;23/01/2018;4;1;2018;2017/2018
1325;SE;31;MG;314830;PAULA CÂNDIDO;23/01/2018;4;1;2018;2017/2018
1326;SE;31;MG;316600;SENHORA DE OLIVEIRA;23/01/2018;4;1;2018;2017/2018
1327;SE;33;RJ;330290;MIGUEL PEREIRA;23/01/2018;4;1;2018;2017/2018
1328;SE;33;RJ;330455;RIO DE JANEIRO;23/01/2018;4;1;2018;2017/2018
1329;SE;33;RJ;330555;SEROPÉDICA;23/01/2018;4;1;2018;2017/2018
1330;SE;35;SP;354530;SALTO DE PIRAPORA;23/01/2018;4;1;2018;2017/2018
1331;SE;35;SP;355030;SÃO PAULO;23/01/2018;4;1;2018;2017/2018
1332;SE;31;MG;310770;BOM JESUS DO AMPARO;24/01/2018;4;1;2018;2017/2018
1333;SE;31;MG;310970;CACHOEIRA DE MINAS;24/01/2018;4;1;2018;2017/2018
1334;SE;31;MG;311050;CAMANDUCAIA;24/01/2018;4;1;2018;2017/2018
1335;SE;31;MG;313660;NOVA UNIÃO;24/01/2018;4;1;2018;2017/2018
1336;SE;31;MG;315420;RESENDE COSTA;24/01/2018;4;1;2018;2017/2018
1337;SE;31;MG;315460;RIBEIRÃO DAS NEVES;24/01/2018;4;1;2018;2017/2018
1338;SE;31;MG;316730;SILVEIRÂNIA;24/01/2018;4;1;2018;2017/2018
1339;SE;35;SP;355030;SÃO PAULO;24/01/2018;4;1;2018;2017/2018
1340;SE;35;SP;355030;SÃO PAULO;24/01/2018;4;1;2018;2017/2018
1341;SE;35;SP;355030;SÃO PAULO;24/01/2018;4;1;2018;2017/2018
1342;SE;31;MG;310290;ANTÔNIO CARLOS;25/01/2018;4;1;2018;2017/2018
1343;SE;31;MG;315310;PRESIDENTE BERNARDES;25/01/2018;4;1;2018;2017/2018
1344;SE;33;RJ;330160;DUAS BARRAS;25/01/2018;4;1;2018;2017/2018
1345;SE;33;RJ;330455;RIO DE JANEIRO;25/01/2018;4;1;2018;2017/2018
1346;SE;35;SP;354680;SANTA ISABEL;25/01/2018;4;1;2018;2017/2018
1347;SE;35;SP;355350;TAPIRAÍ;25/01/2018;4;1;2018;2017/2018
1348;SE;31;MG;311220;CAPELA NOVA;26/01/2018;4;1;2018;2017/2018
1349;SE;31;MG;311790;CONGONHAL;26/01/2018;4;1;2018;2017/2018
1350;SE;33;RJ;330380;PARATY;26/01/2018;4;1;2018;2017/2018
1351;SE;33;RJ;330455;RIO DE JANEIRO;26/01/2018;4;1;2018;2017/2018
1352;SE;35;SP;351510;EMBU-GUAÇU;26/01/2018;4;1;2018;2017/2018
1353;SE;35;SP;351510;EMBU-GUAÇU;26/01/2018;4;1;2018;2017/2018
1354;SE;35;SP;351510;EMBU-GUAÇU;26/01/2018;4;1;2018;2017/2018
1355;SE;35;SP;351510;EMBU-GUAÇU;26/01/2018;4;1;2018;2017/2018
1356;SE;35;SP;351510;EMBU-GUAÇU;26/01/2018;4;1;2018;2017/2018
1357;SE;35;SP;351970;IBIÚNA;26/01/2018;4;1;2018;2017/2018
1358;SE;35;SP;351970;IBIÚNA;26/01/2018;4;1;2018;2017/2018
1359;SE;35;SP;355030;SÃO PAULO;26/01/2018;4;1;2018;2017/2018
1360;SE;35;SP;355030;SÃO PAULO;26/01/2018;4;1;2018;2017/2018
1361;SE;31;MG;314540;OLARIA;27/01/2018;4;1;2018;2017/2018
1362;SE;35;SP;351510;EMBU-GUAÇU;27/01/2018;4;1;2018;2017/2018
1363;SE;35;SP;351510;EMBU-GUAÇU;27/01/2018;4;1;2018;2017/2018
1364;SE;35;SP;351510;EMBU-GUAÇU;27/01/2018;4;1;2018;2017/2018
1365;SE;35;SP;355030;SÃO PAULO;27/01/2018;4;1;2018;2017/2018
1366;SE;35;SP;352020;IGARATÁ;28/01/2018;5;1;2018;2017/2018
1367;SE;35;SP;355030;SÃO PAULO;28/01/2018;5;1;2018;2017/2018
1368;SE;31;MG;313670;JUIZ DE FORA;29/01/2018;5;1;2018;2017/2018
1369;SE;31;MG;314610;OURO PRETO;29/01/2018;5;1;2018;2017/2018
1370;SE;35;SP;354980;SÃO JOSÉ DO RIO PRETO;29/01/2018;5;1;2018;2017/2018
1371;SE;35;SP;355030;SÃO PAULO;29/01/2018;5;1;2018;2017/2018
1372;SE;35;SP;355110;SARAPUÍ;29/01/2018;5;1;2018;2017/2018
1373;SE;35;SP;355350;TAPIRAÍ;29/01/2018;5;1;2018;2017/2018
1374;SE;35;SP;355030;SÃO PAULO;30/01/2018;5;1;2018;2017/2018
1375;SE;35;SP;355030;SÃO PAULO;30/01/2018;5;1;2018;2017/2018
1376;SE;35;SP;352390;ITU;31/01/2018;5;1;2018;2017/2018
1377;SE;35;SP;353780;PIEDADE;31/01/2018;5;1;2018;2017/2018
1378;SE;35;SP;353780;PIEDADE;31/01/2018;5;1;2018;2017/2018
1379;SE;35;SP;353790;PILAR DO SUL;31/01/2018;5;1;2018;2017/2018
1380;SE;35;SP;354990;SÃO JOSÉ DOS CAMPOS;31/01/2018;5;1;2018;2017/2018
1381;SE;35;SP;355350;TAPIRAÍ;31/01/2018;5;1;2018;2017/2018
1382;SE;35;SP;351970;IBIÚNA;01/02/2018;5;2;2018;2017/2018
1383;SE;35;SP;355030;SÃO PAULO;01/02/2018;5;2;2018;2017/2018
1384;SE;31;MG;313670;JUIZ DE FORA;02/02/2018;5;2;2018;2017/2018
1385;SE;35;SP;351510;EMBU-GUAÇU;02/02/2018;5;2;2018;2017/2018
1386;SE;31;MG;310163;ALFREDO VASCONCELOS;03/02/2018;5;2;2018;2017/2018
1387;SE;31;MG;315895;SANTANA DO PARAÍSO;05/02/2018;6;2;2018;2017/2018
1388;SE;31;MG;316540;SAPUCAÍ-MIRIM;05/02/2018;6;2;2018;2017/2018
1389;SE;33;RJ;330010;ANGRA DOS REIS;05/02/2018;6;2;2018;2017/2018
1390;SE;33;RJ;330010;ANGRA DOS REIS;05/02/2018;6;2;2018;2017/2018
1391;SE;33;RJ;330020;ARARUAMA;05/02/2018;6;2;2018;2017/2018
1392;SE;33;RJ;330180;ENGENHEIRO PAULO DE FRONTIN;05/02/2018;6;2;2018;2017/2018
1393;SE;33;RJ;330455;RIO DE JANEIRO;05/02/2018;6;2;2018;2017/2018
1394;SE;33;RJ;330455;RIO DE JANEIRO;05/02/2018;6;2;2018;2017/2018
1395;SE;33;RJ;330630;VOLTA REDONDA;05/02/2018;6;2;2018;2017/2018
1396;SE;33;RJ;330630;VOLTA REDONDA;05/02/2018;6;2;2018;2017/2018
1397;SE;33;RJ;330630;VOLTA REDONDA;05/02/2018;6;2;2018;2017/2018
1398;SE;33;RJ;330630;VOLTA REDONDA;05/02/2018;6;2;2018;2017/2018
1399;SE;35;SP;355020;SÃO MIGUEL ARCANJO;05/02/2018;6;2;2018;2017/2018
1400;SE;35;SP;352220;ITAPECERICA DA SERRA;06/02/2018;6;2;2018;2017/2018
1401;SE;31;MG;316720;SETE LAGOAS;07/02/2018;6;2;2018;2017/2018
1402;SE;35;SP;351030;CAPELA DO ALTO;07/02/2018;6;2;2018;2017/2018
1403;SE;35;SP;351970;IBIÚNA;07/02/2018;6;2;2018;2017/2018
1404;SE;35;SP;351970;IBIÚNA;07/02/2018;6;2;2018;2017/2018
1405;SE;35;SP;351970;IBIÚNA;07/02/2018;6;2;2018;2017/2018
1406;SE;35;SP;351970;IBIÚNA;07/02/2018;6;2;2018;2017/2018
1407;SE;31;MG;313670;JUIZ DE FORA;08/02/2018;6;2;2018;2017/2018
1408;SE;33;RJ;330010;ANGRA DOS REIS;08/02/2018;6;2;2018;2017/2018
1409;SE;33;RJ;330010;ANGRA DOS REIS;08/02/2018;6;2;2018;2017/2018
1410;SE;33;RJ;330010;ANGRA DOS REIS;08/02/2018;6;2;2018;2017/2018
1411;SE;33;RJ;330225;ITATIAIA;08/02/2018;6;2;2018;2017/2018
1412;SE;33;RJ;330290;MIGUEL PEREIRA;08/02/2018;6;2;2018;2017/2018
1413;SE;33;RJ;330390;PETRÓPOLIS;08/02/2018;6;2;2018;2017/2018
1414;SE;35;SP;351970;IBIÚNA;08/02/2018;6;2;2018;2017/2018
1415;SE;35;SP;353780;PIEDADE;08/02/2018;6;2;2018;2017/2018
1416;SE;35;SP;351970;IBIÚNA;09/02/2018;6;2;2018;2017/2018
1417;SE;35;SP;354990;SÃO JOSÉ DOS CAMPOS;09/02/2018;6;2;2018;2017/2018
1418;SE;35;SP;355110;SARAPUÍ;09/02/2018;6;2;2018;2017/2018
1419;SE;35;SP;355020;SÃO MIGUEL ARCANJO;10/02/2018;6;2;2018;2017/2018
1420;SE;35;SP;355030;SÃO PAULO;10/02/2018;6;2;2018;2017/2018
1421;SE;35;SP;354680;SANTA ISABEL;12/02/2018;7;2;2018;2017/2018
1422;SE;35;SP;353240;NAZARÉ PAULISTA;13/02/2018;7;2;2018;2017/2018
1423;SE;35;SP;355110;SARAPUÍ;14/02/2018;7;2;2018;2017/2018
1424;SE;31;MG;313040;IJACI;15/02/2018;7;2;2018;2017/2018
1425;SE;35;SP;353720;PEDRO DE TOLEDO;15/02/2018;7;2;2018;2017/2018
1426;SE;35;SP;355030;SÃO PAULO;15/02/2018;7;2;2018;2017/2018
1427;SE;35;SP;355110;SARAPUÍ;15/02/2018;7;2;2018;2017/2018
1428;SE;35;SP;355110;SARAPUÍ;15/02/2018;7;2;2018;2017/2018
1429;SE;35;SP;355030;SÃO PAULO;18/02/2018;8;2;2018;2017/2018
1430;SE;33;RJ;330010;ANGRA DOS REIS;19/02/2018;8;2;2018;2017/2018
1431;SE;33;RJ;330010;ANGRA DOS REIS;19/02/2018;8;2;2018;2017/2018
1432;SE;33;RJ;330455;RIO DE JANEIRO;19/02/2018;8;2;2018;2017/2018
1433;SE;33;RJ;330455;RIO DE JANEIRO;19/02/2018;8;2;2018;2017/2018
1434;SE;35;SP;353790;PILAR DO SUL;19/02/2018;8;2;2018;2017/2018
1435;SE;35;SP;355030;SÃO PAULO;19/02/2018;8;2;2018;2017/2018
1436;SE;35;SP;355330;TAMBAÚ;20/02/2018;8;2;2018;2017/2018
1437;SE;31;MG;310290;ANTÔNIO CARLOS;21/02/2018;8;2;2018;2017/2018
1438;SE;35;SP;355030;SÃO PAULO;22/02/2018;8;2;2018;2017/2018
1439;SE;35;SP;351510;EMBU-GUAÇU;23/02/2018;8;2;2018;2017/2018
1440;SE;35;SP;353790;PILAR DO SUL;25/02/2018;9;2;2018;2017/2018
1441;SE;35;SP;353790;PILAR DO SUL;25/02/2018;9;2;2018;2017/2018
1442;SE;31;MG;314460;NEPOMUCENO;26/02/2018;9;2;2018;2017/2018
1443;SE;33;RJ;330010;ANGRA DOS REIS;26/02/2018;9;2;2018;2017/2018
1444;SE;33;RJ;330010;ANGRA DOS REIS;26/02/2018;9;2;2018;2017/2018
1445;SE;35;SP;353860;PIRACAIA;26/02/2018;9;2;2018;2017/2018
1446;SE;35;SP;354990;SÃO JOSÉ DOS CAMPOS;26/02/2018;9;2;2018;2017/2018
1447;SE;35;SP;355110;SARAPUÍ;26/02/2018;9;2;2018;2017/2018
1448;SE;33;RJ;330010;ANGRA DOS REIS;28/02/2018;9;2;2018;2017/2018
1449;SE;33;RJ;330400;PIRAÍ;28/02/2018;9;2;2018;2017/2018
1450;SE;35;SP;351970;IBIÚNA;28/02/2018;9;2;2018;2017/2018
1451;SE;35;SP;352610;JUQUIÁ;28/02/2018;9;2;2018;2017/2018
1452;SE;35;SP;355030;SÃO PAULO;01/03/2018;9;3;2018;2017/2018
1453;SE;35;SP;355030;SÃO PAULO;01/03/2018;9;3;2018;2017/2018
1454;SE;35;SP;355110;SARAPUÍ;01/03/2018;9;3;2018;2017/2018
1455;SE;35;SP;355110;SARAPUÍ;01/03/2018;9;3;2018;2017/2018
1456;SE;35;SP;355030;SÃO PAULO;02/03/2018;9;3;2018;2017/2018
1457;SE;35;SP;355030;SÃO PAULO;03/03/2018;9;3;2018;2017/2018
1458;SE;35;SP;355070;SÃO SEBASTIÃO;03/03/2018;9;3;2018;2017/2018
1459;SE;35;SP;351510;EMBU-GUAÇU;06/03/2018;10;3;2018;2017/2018
1460;SE;35;SP;351510;EMBU-GUAÇU;06/03/2018;10;3;2018;2017/2018
1461;SE;31;MG;314460;NEPOMUCENO;07/03/2018;10;3;2018;2017/2018
1462;SE;35;SP;355030;SÃO PAULO;07/03/2018;10;3;2018;2017/2018
1463;SE;35;SP;355030;SÃO PAULO;08/03/2018;10;3;2018;2017/2018
1464;SE;35;SP;351880;GUARULHOS;09/03/2018;10;3;2018;2017/2018
1465;SE;35;SP;355110;SARAPUÍ;09/03/2018;10;3;2018;2017/2018
1466;SE;35;SP;350490;BANANAL;10/03/2018;10;3;2018;2017/2018
1467;SE;35;SP;353790;PILAR DO SUL;10/03/2018;10;3;2018;2017/2018
1468;SE;35;SP;353790;PILAR DO SUL;10/03/2018;10;3;2018;2017/2018
1469;SE;35;SP;353790;PILAR DO SUL;10/03/2018;10;3;2018;2017/2018
1470;SE;35;SP;353790;PILAR DO SUL;10/03/2018;10;3;2018;2017/2018
1471;SE;35;SP;353820;PINHALZINHO;10/03/2018;10;3;2018;2017/2018
1472;SE;35;SP;355110;SARAPUÍ;10/03/2018;10;3;2018;2017/2018
1473;SE;33;RJ;330455;RIO DE JANEIRO;12/03/2018;11;3;2018;2017/2018
1474;SE;35;SP;355030;SÃO PAULO;12/03/2018;11;3;2018;2017/2018
1475;SE;33;RJ;330010;ANGRA DOS REIS;13/03/2018;11;3;2018;2017/2018
1476;SE;33;RJ;330455;RIO DE JANEIRO;13/03/2018;11;3;2018;2017/2018
1477;SE;33;RJ;330610;VALENÇA;13/03/2018;11;3;2018;2017/2018
1478;SE;35;SP;353860;PIRACAIA;13/03/2018;11;3;2018;2017/2018
1479;SE;35;SP;355030;SÃO PAULO;13/03/2018;11;3;2018;2017/2018
1480;SE;35;SP;355030;SÃO PAULO;13/03/2018;11;3;2018;2017/2018
1481;SE;35;SP;355250;SUZANO;13/03/2018;11;3;2018;2017/2018
1482;SE;35;SP;355620;VALINHOS;13/03/2018;11;3;2018;2017/2018
1483;SE;31;MG;310260;ANDRADAS;14/03/2018;11;3;2018;2017/2018
1484;SE;35;SP;351510;EMBU-GUAÇU;14/03/2018;11;3;2018;2017/2018
1485;SE;35;SP;355030;SÃO PAULO;14/03/2018;11;3;2018;2017/2018
1486;SE;35;SP;350970;CAMPOS DO JORDÃO;15/03/2018;11;3;2018;2017/2018
1487;SE;35;SP;351510;EMBU-GUAÇU;15/03/2018;11;3;2018;2017/2018
1488;SE;35;SP;353800;PINDAMONHANGABA;17/03/2018;11;3;2018;2017/2018
1489;SE;35;SP;354980;SÃO JOSÉ DO RIO PRETO;18/03/2018;12;3;2018;2017/2018
1490;SE;35;SP;351510;EMBU-GUAÇU;19/03/2018;12;3;2018;2017/2018
1491;SE;35;SP;351510;EMBU-GUAÇU;19/03/2018;12;3;2018;2017/2018
1492;SE;35;SP;353790;PILAR DO SUL;19/03/2018;12;3;2018;2017/2018
1493;SE;33;RJ;330455;RIO DE JANEIRO;20/03/2018;12;3;2018;2017/2018
1494;SE;33;RJ;330630;VOLTA REDONDA;20/03/2018;12;3;2018;2017/2018
1495;SE;35;SP;352230;ITAPETININGA;20/03/2018;12;3;2018;2017/2018
1496;SE;35;SP;352210;ITANHAÉM;21/03/2018;12;3;2018;2017/2018
1497;SE;35;SP;355410;TAUBATÉ;21/03/2018;12;3;2018;2017/2018
1498;SE;35;SP;355620;VALINHOS;23/03/2018;12;3;2018;2017/2018
1499;SE;35;SP;355540;UBATUBA;24/03/2018;12;3;2018;2017/2018
1500;SE;35;SP;355020;SÃO MIGUEL ARCANJO;25/03/2018;13;3;2018;2017/2018
1501;SE;35;SP;355410;TAUBATÉ;25/03/2018;13;3;2018;2017/2018
1502;SE;35;SP;355410;TAUBATÉ;25/03/2018;13;3;2018;2017/2018
1503;SE;35;SP;355330;TAMBAÚ;26/03/2018;13;3;2018;2017/2018
1504;SE;35;SP;352550;JOANÓPOLIS;27/03/2018;13;3;2018;2017/2018
1505;SE;35;SP;355030;SÃO PAULO;27/03/2018;13;3;2018;2017/2018
1506;SE;31;MG;316070;SANTOS DUMONT;28/03/2018;13;3;2018;2017/2018
1507;SE;35;SP;355070;SÃO SEBASTIÃO;01/04/2018;14;4;2018;2017/2018
1508;SE;33;RJ;330080;CACHOEIRAS DE MACACU;02/04/2018;14;4;2018;2017/2018
1509;SE;33;RJ;330455;RIO DE JANEIRO;02/04/2018;14;4;2018;2017/2018
1510;SE;31;MG;311790;CONGONHAL;03/04/2018;14;4;2018;2017/2018
1511;SE;33;RJ;330455;RIO DE JANEIRO;03/04/2018;14;4;2018;2017/2018
1512;SE;33;RJ;330455;RIO DE JANEIRO;03/04/2018;14;4;2018;2017/2018
1513;SE;33;RJ;330455;RIO DE JANEIRO;03/04/2018;14;4;2018;2017/2018
1514;SE;31;MG;316880;TIRADENTES;06/04/2018;14;4;2018;2017/2018
1515;SE;33;RJ;330455;RIO DE JANEIRO;09/04/2018;15;4;2018;2017/2018
1516;SE;35;SP;355030;SÃO PAULO;09/04/2018;15;4;2018;2017/2018
1517;SE;35;SP;355030;SÃO PAULO;10/04/2018;15;4;2018;2017/2018
1518;SE;35;SP;355030;SÃO PAULO;10/04/2018;15;4;2018;2017/2018
1519;SE;31;MG;311770;CONCEIÇÃO DO RIO VERDE;11/04/2018;15;4;2018;2017/2018
1520;SE;35;SP;355070;SÃO SEBASTIÃO;11/04/2018;15;4;2018;2017/2018
1521;SE;35;SP;355070;SÃO SEBASTIÃO;11/04/2018;15;4;2018;2017/2018
1522;SE;35;SP;355540;UBATUBA;11/04/2018;15;4;2018;2017/2018
1523;SE;33;RJ;330225;ITATIAIA;12/04/2018;15;4;2018;2017/2018
1524;SE;33;RJ;330260;MANGARATIBA;13/04/2018;15;4;2018;2017/2018
1525;SE;33;RJ;330575;TANGUÁ;13/04/2018;15;4;2018;2017/2018
1526;SE;33;RJ;330630;VOLTA REDONDA;13/04/2018;15;4;2018;2017/2018
1527;SE;33;RJ;330630;VOLTA REDONDA;13/04/2018;15;4;2018;2017/2018
1528;SE;35;SP;355030;SÃO PAULO;14/04/2018;15;4;2018;2017/2018
1529;SE;31;MG;310870;BRÁS PIRES;15/04/2018;16;4;2018;2017/2018
1530;SE;31;MG;313240;ITAJUBÁ;15/04/2018;16;4;2018;2017/2018
1531;SE;35;SP;355030;SÃO PAULO;15/04/2018;16;4;2018;2017/2018
1532;SE;33;RJ;330455;RIO DE JANEIRO;16/04/2018;16;4;2018;2017/2018
1533;SE;33;RJ;330455;RIO DE JANEIRO;16/04/2018;16;4;2018;2017/2018
1534;SE;33;RJ;330520;SÃO PEDRO DA ALDEIA;16/04/2018;16;4;2018;2017/2018
1535;SE;35;SP;355070;SÃO SEBASTIÃO;16/04/2018;16;4;2018;2017/2018
1536;SE;33;RJ;330080;CACHOEIRAS DE MACACU;17/04/2018;16;4;2018;2017/2018
1537;SE;35;SP;355030;SÃO PAULO;17/04/2018;16;4;2018;2017/2018
1538;SE;35;SP;355030;SÃO PAULO;22/04/2018;17;4;2018;2017/2018
1539;SE;33;RJ;330260;MANGARATIBA;24/04/2018;17;4;2018;2017/2018
1540;SE;33;RJ;330560;SILVA JARDIM;24/04/2018;17;4;2018;2017/2018
1541;SE;35;SP;352230;ITAPETININGA;27/04/2018;17;4;2018;2017/2018
1542;SE;35;SP;355070;SÃO SEBASTIÃO;27/04/2018;17;4;2018;2017/2018
1543;SE;35;SP;355070;SÃO SEBASTIÃO;27/04/2018;17;4;2018;2017/2018
1544;SE;35;SP;355070;SÃO SEBASTIÃO;30/04/2018;18;4;2018;2017/2018
1545;SE;33;RJ;330455;RIO DE JANEIRO;02/05/2018;18;5;2018;2017/2018
1546;SE;35;SP;351300;COTIA;02/05/2018;18;5;2018;2017/2018
1547;SE;35;SP;355070;SÃO SEBASTIÃO;03/05/2018;18;5;2018;2017/2018
